city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Shanghai,31.1667,121.4667,China,CN,Shanghai,admin,22120000,22120000
Guangzhou,23.1288,113.2590,China,CN,Guangdong,admin,20902000,14498400
Beijing,39.9050,116.3914,China,CN,Beijing,primary,19433000,19433000
Shenzhen,22.5350,114.0540,China,CN,Guangdong,minor,15929000,12528300
Nanyang,32.9987,112.5292,China,CN,Henan,,12010000,12010000
Baoding,38.8671,115.4845,China,CN,Hebei,,11860000,11860000
Chengdu,30.6600,104.0633,China,CN,Sichuan,admin,11309000,11309000
Linyi,35.0606,118.3425,China,CN,Shandong,,10820000,10820000
Tianjin,39.1467,117.2056,China,CN,Tianjin,admin,10800000,10800000
Shijiazhuang,38.0422,114.5086,China,CN,Hebei,admin,10784600,10784600
Zhoukou,33.6250,114.6418,China,CN,Henan,minor,9901000,9901000
Handan,36.6116,114.4894,China,CN,Hebei,minor,9549700,9549700
Weifang,36.7167,119.1000,China,CN,Shandong,,9373000,9373000
Wuhan,30.5872,114.2881,China,CN,Hubei,admin,8962000,8962000
Heze,35.2333,115.4333,China,CN,Shandong,minor,8750000,8750000
Ganzhou,25.8292,114.9336,China,CN,Jiangxi,minor,8677600,8677600
Tongshan,34.2610,117.1859,China,CN,Jiangsu,minor,8669000,8669000
Changsha,28.1987,112.9709,China,CN,Hunan,admin,8394500,8394500
Fuyang,32.8986,115.8045,China,CN,Anhui,,8360000,8360000
Jining,35.4000,116.5667,China,CN,Shandong,,8023000,8023000
Dongguan,23.0475,113.7493,China,CN,Guangdong,minor,7981000,7981000
Jinan,36.6667,116.9833,China,CN,Shandong,admin,7967400,7967400
Foshan,23.0292,113.1056,China,CN,Guangdong,minor,7905700,7905700
Chongqing,29.5628,106.5528,China,CN,Chongqing,admin,7739000,7739000
Changchun,43.9000,125.2000,China,CN,Jilin,admin,7674439,7674439
Zhumadian,32.9773,114.0253,China,CN,Henan,,7640000,7640000
Ningbo,29.8750,121.5492,China,CN,Zhejiang,minor,7639000,7639000
Cangzhou,38.3037,116.8452,China,CN,Hebei,,7544300,7544300
Nanjing,32.0500,118.7667,China,CN,Jiangsu,admin,7496000,7260000
Hefei,31.8639,117.2808,China,CN,Anhui,admin,7457027,7457027
Zhanjiang,21.1967,110.4031,China,CN,Guangdong,minor,7332000,7332000
Shaoyang,27.2418,111.4725,China,CN,Hunan,,7302400,7302400
Hengyang,26.8968,112.5857,China,CN,Hunan,,7300600,7300600
Nantong,31.9829,120.8873,China,CN,Jiangsu,minor,7282835,7282835
Yancheng,33.3936,120.1339,China,CN,Jiangsu,minor,7260240,7260240
Nanning,22.8192,108.3150,China,CN,Guangxi,admin,7153300,7153300
Xi’an,34.2667,108.9000,China,CN,Shaanxi,admin,7135000,7135000
Shenyang,41.8039,123.4258,China,CN,Liaoning,admin,7105000,7105000
Tangshan,39.6292,118.1742,China,CN,Hebei,,7100000,7100000
Zhengzhou,34.7492,113.6605,China,CN,Henan,admin,7005000,7005000
Shangqiu,34.4259,115.6467,China,CN,Henan,,7000000,7000000
Yantai,37.3997,121.2664,China,CN,Shandong,,6968202,6968202
Xinyang,32.1264,114.0672,China,CN,Henan,,6634000,6634000
Shangrao,28.4419,117.9633,China,CN,Jiangxi,minor,6579714,6579714
Luoyang,34.6587,112.4245,China,CN,Henan,,6549941,6549941
Bijie,27.3019,105.2863,China,CN,Guizhou,,6537498,6537498
Quanzhou,24.9139,118.5858,China,CN,Fujian,minor,6480000,6480000
Hangzhou,30.2500,120.1675,China,CN,Zhejiang,admin,6446000,6446000
Huanggang,30.4500,114.8750,China,CN,Hubei,minor,6333000,6333000
Maoming,21.6618,110.9178,China,CN,Guangdong,minor,6313200,6313200
Kunming,25.0433,102.7061,China,CN,Yunnan,admin,6250000,6250000
Nanchong,30.7991,106.0784,China,CN,Sichuan,minor,6183000,6183000
Zunyi,27.7050,106.9336,China,CN,Guizhou,,6127009,6127009
Lu’an,31.7542,116.5078,China,CN,Anhui,minor,6090000,6090000
Jieyang,23.5533,116.3649,China,CN,Guangdong,minor,6089400,6089400
Yichun,27.8041,114.3830,China,CN,Jiangxi,minor,6048700,6048700
Changde,29.0397,111.6839,China,CN,Hunan,minor,6011000,6011000
Taizhou,28.6583,121.4221,China,CN,Zhejiang,minor,5968838,5968838
Liaocheng,36.4500,115.9833,China,CN,Shandong,minor,5955300,5955300
Qujing,25.5102,103.8029,China,CN,Yunnan,,5855055,5855055
Qingdao,36.1167,120.4000,China,CN,Shandong,minor,5775000,5775000
Dazhou,31.2152,107.4947,China,CN,Sichuan,minor,5693000,5693000
Suzhou,33.6333,116.9683,China,CN,Anhui,,5690000,5690000
Xiangyang,32.0654,112.1531,China,CN,Hubei,minor,5680000,5680000
Nangandao,35.2992,113.8851,China,CN,Henan,minor,5516000,5516000
Tai’an,36.2001,117.0809,China,CN,Shandong,,5499000,5499000
Yulin,22.6293,110.1507,China,CN,Guangxi,,5487368,5487368
Dezhou,37.4513,116.3105,China,CN,Shandong,minor,5470000,5470000
Yongzhou,26.4515,111.5953,China,CN,Hunan,,5446100,5446100
Suihua,46.6384,126.9808,China,CN,Heilongjiang,minor,5420000,5420000
Qiqihar,47.3398,123.9512,China,CN,Heilongjiang,minor,5367003,5367003
Jinhua,29.1046,119.6494,China,CN,Zhejiang,minor,5361572,5361572
Shantou,23.3735,116.6941,China,CN,Guangdong,minor,5319028,5319028
Weinan,34.4996,109.4684,China,CN,Shaanxi,minor,5300000,5300000
Suqian,33.9331,118.2831,China,CN,Jiangsu,,5290000,5290000
Suzhou,31.3040,120.6164,China,CN,Jiangsu,minor,5250000,5250000
Fuzhou,26.0769,119.2917,China,CN,Fujian,admin,5245000,5245000
Zhaotong,27.3328,103.7144,China,CN,Yunnan,,5213521,5213521
Pudong,31.2231,121.5397,China,CN,Shanghai,minor,5187200,5187200
Zhangzhou,24.5093,117.6612,China,CN,Fujian,minor,5140000,5140000
Bozhou,33.8626,115.7742,China,CN,Anhui,,5100000,5100000
Nanchang,28.6842,115.8872,China,CN,Jiangxi,admin,5042565,5042565
Xianyang,34.3500,108.7167,China,CN,Shaanxi,minor,5040000,5040000
Taizhou,32.4831,119.9000,China,CN,Jiangsu,minor,5031000,5031000
Huaihua,27.5494,109.9592,China,CN,Hunan,,4983300,4983300
Ji’an,27.1172,114.9793,China,CN,Jiangxi,minor,4956600,4956600
Mianyang,31.4669,104.7385,China,CN,Sichuan,minor,4945000,4945000
Xiaoganzhan,30.9273,113.9110,China,CN,Hubei,,4921000,4921000
Shaoxing,30.0000,120.5833,China,CN,Zhejiang,minor,4912239,4912239
Yuncheng,35.0304,110.9980,China,CN,Shanxi,,4860000,4860000
Pingdingshan,33.7350,113.2999,China,CN,Henan,,4838000,4838000
Huizhou,23.1115,114.4152,China,CN,Guangdong,minor,4830000,4830000
Huai’an,33.5000,119.1331,China,CN,Jiangsu,,4799889,4799889
Xinpu,34.5906,119.1801,China,CN,Jiangsu,minor,4790000,4790000
Chenzhou,25.7989,113.0267,China,CN,Hunan,minor,4754600,4754600
Guilin,25.2667,110.2833,China,CN,Guangxi,minor,4747963,4747963
Jiujiang,29.7048,116.0021,China,CN,Jiangxi,minor,4728778,4728778
Anqing,30.5000,117.0333,China,CN,Anhui,minor,4723000,4723000
Huanglongsi,34.7936,114.3403,China,CN,Henan,,4676159,4676159
Jiangmen,22.5833,113.0833,China,CN,Guangdong,minor,4630300,4630300
Changzhou,31.8122,119.9692,China,CN,Jiangsu,minor,4592431,4592431
Wuxi,31.5667,120.2833,China,CN,Jiangsu,minor,4580000,4580000
Zibo,36.7831,118.0497,China,CN,Shandong,,4530597,4530597
Jiaxing,30.7522,120.7500,China,CN,Zhejiang,minor,4501657,4501657
Dalian,38.9000,121.6000,China,CN,Liaoning,,4480000,4480000
Hengshui,37.7348,115.6860,China,CN,Hebei,,4472000,4472000
Yangzhou,32.3912,119.4363,China,CN,Jiangsu,,4459000,4459000
Harbin,45.7500,126.6333,China,CN,Heilongjiang,admin,4458000,4458000
Yibin,28.7596,104.6400,China,CN,Sichuan,minor,4456000,4456000
Yiyang,28.5833,112.3333,China,CN,Hunan,,4420700,4420700
Meizhou,24.2998,116.1191,China,CN,Guangdong,minor,4378800,4378800
Chifeng,42.2663,118.9223,China,CN,Inner Mongolia,minor,4376600,4376600
Guiyang,26.5794,106.7078,China,CN,Guizhou,admin,4365000,4365000
Langfang,39.5196,116.7006,China,CN,Hebei,,4358839,4358839
Zhangjiakou,40.8108,114.8811,China,CN,Hebei,,4345491,4345491
Linfen,36.0812,111.5087,China,CN,Shanxi,,4316610,4316610
Wenzhou,27.9991,120.6561,China,CN,Zhejiang,,4310000,4310000
Luzhou,28.8918,105.4409,China,CN,Sichuan,minor,4291000,4291000
Jiangguanchi,34.0244,113.8201,China,CN,Henan,minor,4289000,4289000
Neijiang,29.5872,105.0635,China,CN,Sichuan,minor,4238000,4238000
Yanjiang,30.1256,104.6397,China,CN,Sichuan,minor,4217000,4217000
Zhaoqing,23.0500,112.4667,China,CN,Guangdong,minor,4151700,4151700
Xiaoxita,30.7083,111.2803,China,CN,Hubei,minor,4137900,4137900
Guigang,23.0961,109.6092,China,CN,Guangxi,,4118808,4118808
Xiamen,24.4797,118.0819,China,CN,Fujian,minor,4110000,4110000
Chuzhou,32.3062,118.3115,China,CN,Anhui,,4110000,4110000
Fuzhou,27.9814,116.3577,China,CN,Jiangxi,,4047200,4047200
Zhuzhou,27.8407,113.1469,China,CN,Hunan,minor,4028500,4028500
Loudi,27.7378,111.9974,China,CN,Hunan,,3941300,3941300
Deyang,31.1289,104.3950,China,CN,Sichuan,minor,3877000,3877000
Qingyuan,23.6842,113.0507,China,CN,Guangdong,minor,3874000,3874000
Wuhu,31.3340,118.3622,China,CN,Anhui,minor,3842100,3842100
Hechi,23.0965,109.6091,China,CN,Guangxi,,3830000,2720379
Binzhou,37.3806,118.0125,China,CN,Shandong,,3779200,3779200
Liuzhou,24.3264,109.4281,China,CN,Guangxi,minor,3758704,3758704
Baojishi,34.3609,107.1751,China,CN,Shaanxi,,3738700,3738700
Guang’an,30.4673,106.6336,China,CN,Sichuan,minor,3723000,3723000
Hanzhong,33.0794,107.0260,China,CN,Shaanxi,,3700000,3700000
Zaozhuang,34.8667,117.5500,China,CN,Shandong,,3650000,3650000
Anshan,41.1066,122.9895,China,CN,Liaoning,,3645884,3645884
Lanzhou,36.0617,103.8318,China,CN,Gansu,admin,3616163,3616163
Chengde,40.9739,117.9322,China,CN,Hebei,,3610000,3610000
Puyang,35.7639,115.0300,China,CN,Henan,minor,3580000,3580000
Suining,30.5098,105.5737,China,CN,Sichuan,minor,3556000,3556000
Jiaozuo,35.2290,113.2304,China,CN,Henan,,3540101,3540101
Bengbu,32.9354,117.3531,China,CN,Anhui,,3525000,3525000
Baicheng,23.9010,106.6194,China,CN,Guangxi,minor,3466758,3466758
Qincheng,34.5809,105.7311,China,CN,Gansu,minor,3400000,3400000
Taiyuan,37.8733,112.5425,China,CN,Shanxi,admin,3398000,3398000
Shiyan,32.6351,110.7755,China,CN,Hubei,minor,3398000,3398000
Chaoyang,41.5757,120.4486,China,CN,Liaoning,,3370000,3370000
Hechi,24.6928,108.0850,China,CN,Guangxi,,3369251,3369251
Leshan,29.5854,103.7575,China,CN,Sichuan,,3364000,3364000
Yulinshi,38.2655,109.7388,China,CN,Shaanxi,,3328000,3328000
Siping,43.1715,124.3644,China,CN,Jilin,,3300000,3300000
Zhongshan,22.5333,113.3500,China,CN,Guangdong,minor,3260000,3260000
Changzhi,36.1953,113.0970,China,CN,Shanxi,minor,3230000,3230000
Qinhuangdao,39.9398,119.5881,China,CN,Hebei,,3146300,3146300
Bazhou,31.8576,106.7559,China,CN,Sichuan,minor,3134000,3134000
Zhenjiang,32.2109,119.4551,China,CN,Jiangsu,minor,3113384,3113384
Ürümqi,43.8225,87.6125,China,CN,Xinjiang,admin,3112559,3112559
Tongliao,43.6172,122.2640,China,CN,Inner Mongolia,minor,3094600,3094600
Heyuan,23.7503,114.6923,China,CN,Guangdong,minor,3093900,3093900
Tongren,27.7233,109.1885,China,CN,Guizhou,,3093204,3093204
Qinzhou,21.9500,108.6167,China,CN,Guangxi,minor,3079721,3079721
Xinzhou,38.4178,112.7233,China,CN,Shanxi,minor,3067501,3067501
Meishan,30.0575,103.8381,China,CN,Sichuan,,3020000,3020000
Jinzhou,41.1144,121.1292,China,CN,Liaoning,,3000000,3000000
Tieling,42.2841,123.8365,China,CN,Liaoning,,3000000,3000000
Shaoguan,24.8011,113.5927,China,CN,Guangdong,minor,2997600,2997600
Shanwei,22.7664,115.3331,China,CN,Guangdong,minor,2993600,2993600
Dingxi,35.5806,104.6263,China,CN,Gansu,minor,2930000,2930000
Ningde,26.6667,119.5167,China,CN,Fujian,minor,2910000,2910000
Daqing,46.5979,125.0080,China,CN,Heilongjiang,,2904532,2904532
Putian,25.4394,119.0103,China,CN,Fujian,minor,2900000,2900000
Huzhou,30.8695,120.0958,China,CN,Zhejiang,minor,2893542,2893542
Wuzhou,23.4833,111.3167,China,CN,Guangxi,minor,2882200,2882200
Xiangtan,27.8431,112.9228,China,CN,Hunan,,2881500,2881500
Zigong,29.3498,104.7645,China,CN,Sichuan,,2800000,2800000
Mudanjiang,44.5861,129.5997,China,CN,Heilongjiang,minor,2790000,2790000
Huludao,40.7094,120.8378,China,CN,Liaoning,minor,2787000,2787000
Rizhao,35.4164,119.4331,China,CN,Shandong,minor,2720000,2720000
Baotou,40.6562,109.8345,China,CN,Inner Mongolia,,2700000,2700000
Nanping,26.6448,118.1728,China,CN,Fujian,minor,2690000,2690000
Chaozhou,23.6700,116.6300,China,CN,Guangdong,minor,2656600,2656600
Longyan,25.0881,117.0244,China,CN,Fujian,minor,2640000,2640000
Hohhot,40.8151,111.6629,China,CN,Inner Mongolia,admin,2635000,2635000
Longba,33.5350,105.3490,China,CN,Gansu,,2614000,2614000
Weihai,37.5000,122.1000,China,CN,Shandong,minor,2596753,2596753
Xuanzhou,30.9475,118.7518,China,CN,Anhui,,2580000,2580000
Sanming,26.2658,117.6302,China,CN,Fujian,minor,2580000,2580000
Yangjiang,21.8556,111.9627,China,CN,Guangdong,minor,2555600,2555600
Yunfu,22.9242,112.0353,China,CN,Guangdong,minor,2526900,2526900
Baoshan,25.1211,99.1690,China,CN,Yunnan,,2506491,2506491
Luohe,33.5830,114.0109,China,CN,Henan,minor,2500000,2500000
Qinbaling,35.7278,107.6400,China,CN,Gansu,,2500000,2500000
Guangyuan,32.4353,105.8398,China,CN,Sichuan,,2484122,2484122
Huangshi,30.2018,115.0326,China,CN,Hubei,minor,2471700,2471700
Lincang,23.8864,100.0871,China,CN,Yunnan,,2429497,2429497
Lianshan,40.7503,120.8300,China,CN,Liaoning,minor,2426000,313247
Huainan,32.4831,117.0164,China,CN,Anhui,,2409000,2409000
Dandong,40.1167,124.3833,China,CN,Liaoning,,2400000,2400000
Shangzhou,33.8680,109.9244,China,CN,Shaanxi,,2400000,2400000
Jilin,43.8500,126.5500,China,CN,Jilin,,2396000,1881977
Jiamusi,46.8081,130.3653,China,CN,Heilongjiang,minor,2360000,2360000
Yuxi,24.3495,102.5432,China,CN,Yunnan,minor,2303518,2303518
Anshun,26.2456,105.9340,China,CN,Guizhou,,2297612,2297612
Yingkou,40.6653,122.2297,China,CN,Liaoning,minor,2220000,2220000
Sanmenxia,34.7736,111.1950,China,CN,Henan,,2213000,2213000
Ma’anshan,31.7135,118.3605,China,CN,Anhui,minor,2202899,2202899
Pingliang,35.5412,106.6819,China,CN,Gansu,minor,2190000,2190000
Quzhou,28.9545,118.8763,China,CN,Zhejiang,,2185000,2185000
Gaoping,30.7804,106.1300,China,CN,Sichuan,minor,2174000,2174000
Huaibei,33.9562,116.7890,China,CN,Anhui,,2158000,2158000
Xining,36.6239,101.7787,China,CN,Qinghai,admin,2154000,2154000
Yan’an,36.5952,109.4863,China,CN,Shaanxi,,2150000,2150000
Jincheng,35.4906,112.8483,China,CN,Shanxi,minor,2120000,2120000
Puning,23.2993,116.1586,China,CN,Guangdong,,2118200,2118200
Lishui,28.4500,119.9167,China,CN,Zhejiang,minor,2116957,2116957
Qingyang,24.8141,118.5792,China,CN,Fujian,minor,2111000,2111000
Laibin,23.7333,109.2333,China,CN,Guangxi,,2099711,2099711
Fushun,41.8708,123.8917,China,CN,Liaoning,,2024000,2024000
Pingxiang,27.6333,113.8500,China,CN,Jiangxi,minor,2001027,2001027
Chongzuo,22.4167,107.3667,China,CN,Guangxi,minor,1994285,1994285
Hezhou,24.4164,111.5478,China,CN,Guangxi,minor,1954072,1954072
Jixi,45.2937,130.9650,China,CN,Heilongjiang,minor,1950000,1950000
Fuxin,42.0127,121.6486,China,CN,Liaoning,,1930000,1930000
Zhuhai,22.2769,113.5678,China,CN,Guangdong,minor,1891100,1891100
Wuwei,37.9278,102.6329,China,CN,Gansu,minor,1890000,1890000
Xiping,40.0800,113.3000,China,CN,Shanxi,minor,1873000,1052678
Liaoyang,41.2643,123.1772,China,CN,Liaoning,,1800000,1800000
Baiyin,36.5448,104.1766,China,CN,Gansu,minor,1799000,1799000
Shengli,37.4500,118.4667,China,CN,Shandong,minor,1790000,1790000
Haikou,20.0200,110.3200,China,CN,Hainan,admin,1776141,1776141
Shuyangzha,34.1299,118.7734,China,CN,Jiangsu,,1770000,1770000
Heihe,50.2458,127.4886,China,CN,Heilongjiang,minor,1750000,1750000
Shuozhou,39.3408,112.4292,China,CN,Shanxi,minor,1714857,1714857
Sanzhou,30.8200,108.4000,China,CN,Chongqing,,1680000,1680000
Yushan,31.3867,120.9766,China,CN,Jiangsu,minor,1651200,1651200
Yinchuan,38.4795,106.2254,China,CN,Ningxia,admin,1616000,1616000
Chengtangcun,35.0833,117.1500,China,CN,Shandong,,1603659,1603659
Jingdezhen,29.2942,117.2036,China,CN,Jiangxi,minor,1587477,1587477
Benxi,41.2920,123.7610,China,CN,Liaoning,,1567000,1567000
Zhangjiajie,29.1255,110.4844,China,CN,Hunan,minor,1549200,1549200
Beihai,21.4667,109.1000,China,CN,Guangxi,,1539251,1539251
Shuangyashan,46.6388,131.1545,China,CN,Heilongjiang,,1530000,1530000
Yucheng,29.9888,103.0007,China,CN,Sichuan,minor,1512000,1512000
Changshu,31.6500,120.7333,China,CN,Jiangsu,,1510100,1510100
Lianjiang,21.6146,110.2794,China,CN,Guangdong,,1509400,1509400
Ximeicun,24.9633,118.3811,China,CN,Fujian,,1508000,1508000
Jianguang,28.1958,115.7833,China,CN,Jiangxi,,1507402,1507402
Xushan,30.1697,121.2665,China,CN,Zhejiang,minor,1502000,1502000
Guiping,23.4000,110.0833,China,CN,Guangxi,minor,1496904,1496904
Leizhou,20.9147,110.0806,China,CN,Guangdong,,1494700,1494700
Huangshan,29.7132,118.3151,China,CN,Anhui,minor,1470000,1470000
Huazhou,32.6889,112.0447,China,CN,Henan,minor,1468061,1468061
Pizhou,34.3422,118.0097,China,CN,Jiangsu,,1458038,1458038
Yangshe,31.8775,120.5512,China,CN,Jiangsu,minor,1432044,1432044
Chizhou,30.6583,117.4849,China,CN,Anhui,minor,1430000,1430000
Guyuan,36.0080,106.2782,China,CN,Ningxia,,1426000,1426000
Rui’an,27.7780,120.6526,China,CN,Zhejiang,,1424667,1424667
Hebi,35.7497,114.2887,China,CN,Henan,,1419000,1419000
Gaozhou,21.9135,110.8481,China,CN,Guangdong,,1414100,1414100
Yueqing,28.1188,120.9621,China,CN,Zhejiang,,1389332,1389332
Pingdu,36.7833,119.9556,China,CN,Shandong,,1378900,1378900
Yutan,28.3147,112.5540,China,CN,Hunan,minor,1368117,1368117
Wenling,28.3797,121.3718,China,CN,Zhejiang,,1366794,1366794
Liangshi,27.2578,111.7351,China,CN,Hunan,,1335900,1335900
Fuqing,25.7232,119.3735,China,CN,Fujian,minor,1316000,1316000
Xintai,35.9100,117.7800,China,CN,Shandong,,1315942,1315942
Yushu,44.8249,126.5451,China,CN,Jilin,,1304436,1304436
Rongcheng,26.2312,104.0966,China,CN,Yunnan,,1302891,1302891
Huazhou,21.6540,110.6294,China,CN,Guangdong,,1302100,1302100
Yangquan,37.8576,113.5762,China,CN,Shanxi,minor,1300000,1300000
Haicheng,40.8523,122.7474,China,CN,Liaoning,minor,1293877,1293877
Yingtan,28.2333,117.0000,China,CN,Jiangxi,,1288615,1288615
Wuzhong,37.9874,106.1919,China,CN,Ningxia,minor,1284000,1284000
Zhangye,38.9355,100.4553,China,CN,Gansu,minor,1270000,1270000
Rucheng,32.3852,120.5634,China,CN,Jiangsu,minor,1267066,1267066
Huaiyin,33.5800,119.0300,China,CN,Jiangsu,,1264000,555230
Shaoyang,32.9387,119.8404,China,CN,Jiangsu,minor,1253548,1253548
Yichun,47.7235,128.8893,China,CN,Heilongjiang,minor,1250000,1250000
Laiwu,36.1833,117.6667,China,CN,Shandong,,1248636,1248636
Jingling,30.6667,113.1667,China,CN,Hubei,,1247400,1247400
Dayan,26.8808,100.2208,China,CN,Yunnan,,1244769,1244769
Jiangyin,31.9087,120.2653,China,CN,Jiangsu,,1241045,1241045
Yongcheng,33.9317,116.4459,China,CN,Henan,,1240382,1240382
Yiwu,29.3081,120.0698,China,CN,Zhejiang,minor,1234015,1234015
Beidao,34.6000,105.9200,China,CN,Gansu,minor,1225000,74767
Shuangshui,26.5944,104.8333,China,CN,Guizhou,,1221000,551512
Xinyu,27.7950,114.9242,China,CN,Jiangxi,minor,1186700,1186700
Guankou,28.1417,113.6250,China,CN,Hunan,minor,1168056,1168056
Dingzhou,38.5158,114.9845,China,CN,Hebei,,1165182,1165182
Lianyuan,27.6961,111.6659,China,CN,Hunan,minor,1162928,1162928
Rongcheng,29.8239,112.9019,China,CN,Hubei,minor,1162770,1162770
Kaiyuan,36.0656,113.8153,China,CN,Henan,minor,1160000,1160000
Zhuji,29.7169,120.2314,China,CN,Zhejiang,minor,1157938,1157938
Leiyang,26.4179,112.8457,China,CN,Hunan,minor,1151554,1151554
Dadukou,26.5849,101.7149,China,CN,Sichuan,minor,1144000,1144000
Xiantao,30.3833,113.4000,China,CN,Hubei,,1140100,1140100
Yingchuan,34.1511,113.4733,China,CN,Henan,minor,1131896,1131896
Zhoushan,30.0162,122.0988,China,CN,Zhejiang,minor,1121261,1121261
Ankang,32.6877,109.0235,China,CN,Shaanxi,,1100000,950000
Hegang,47.3139,130.2775,China,CN,Heilongjiang,minor,1100000,1100000
Yuyao,30.0372,121.1546,China,CN,Zhejiang,,1095000,1095000
Hanchuan,30.6520,113.8274,China,CN,Hubei,,1092700,1092700
Gongzhuling,43.5036,124.8088,China,CN,Jilin,,1092692,1092692
Yicheng,31.3697,119.8239,China,CN,Jiangsu,minor,1082929,1082929
Taixing,32.1724,120.0142,China,CN,Jiangsu,minor,1073921,1073921
Mizhou,35.9900,119.3801,China,CN,Shandong,minor,1060000,703927
Xishan,27.6609,113.4946,China,CN,Hunan,minor,1060000,1060000
Ezhou,30.3972,114.8842,China,CN,Hubei,minor,1059700,1059700
Zhongwei,37.5139,105.1884,China,CN,Ningxia,minor,1046000,1046000
Shouguang,36.8833,118.7333,China,CN,Shandong,,1039205,1039205
Linhai,28.8523,121.1409,China,CN,Zhejiang,,1028813,1028813
Wafangdian,39.6271,121.9972,China,CN,Liaoning,,1024876,1024876
Zhongxiang,31.1690,112.5853,China,CN,Hubei,,1022514,1022514
Xinyi,22.3559,110.9369,China,CN,Guangdong,,1013900,1013900
Zaoyang,32.1287,112.7581,China,CN,Hubei,,1004741,1004741
Shuizhai,33.4433,114.8994,China,CN,Henan,,1003698,1003698
Xingcheng,24.1681,115.6669,China,CN,Guangdong,minor,993000,993000
Dongtai,32.8534,120.3037,China,CN,Jiangsu,minor,990306,990306
Yingcheng,24.1878,113.4042,China,CN,Guangdong,minor,986400,986400
Luocheng,22.7645,111.5745,China,CN,Guangdong,minor,984100,984100
Danyang,31.9948,119.5750,China,CN,Jiangsu,,980662,980662
Zhaodong,46.0635,125.9773,China,CN,Heilongjiang,minor,980000,980000
Nada,19.5000,109.5833,China,CN,Hainan,minor,977700,977700
Xibeijie,39.7370,98.5049,China,CN,Gansu,minor,977600,977600
Huilong,31.8131,121.6574,China,CN,Jiangsu,minor,972525,972525
Wuchuan,21.4283,110.7749,China,CN,Guangdong,,972400,972400
Taishan,22.2486,112.7850,China,CN,Guangdong,,953900,953900
Anqiu,36.3619,119.1072,China,CN,Shandong,,947723,947723
Feicheng,36.1860,116.7720,China,CN,Shandong,,946627,946627
Meishan,34.1736,112.8390,China,CN,Henan,minor,936000,936000
Taihecun,45.7680,131.0063,China,CN,Heilongjiang,,930000,930000
Taihe,30.8706,105.3784,China,CN,Sichuan,minor,924531,924531
Xin’an,34.3662,118.3369,China,CN,Jiangsu,,920628,920628
Qingzhou,36.6967,118.4797,China,CN,Shandong,,914047,914047
Lichuan,30.2965,108.9378,China,CN,Hubei,,913700,913700
Daye,30.1003,114.9699,China,CN,Hubei,,909724,909724
Hengzhou,22.6896,109.2674,China,CN,Guangxi,minor,908400,908400
Zhuanghe,39.6896,122.9664,China,CN,Liaoning,,905852,905852
Lhasa,29.6500,91.1000,China,CN,Tibet,admin,902500,902500
Jiaozhou,36.2481,119.9625,China,CN,Shandong,,900500,900500
Yangchun,22.1717,111.7846,China,CN,Guangdong,,891800,891800
Dengtalu,36.0800,114.3500,China,CN,Henan,minor,887000,781129
Laiyang,36.9758,120.7136,China,CN,Shandong,,874127,874127
Kaifeng Chengguanzhen,34.8500,114.3500,China,CN,Henan,minor,872000,872000
Gaomi,36.3833,119.7500,China,CN,Shandong,,868715,868715
Hai’an,32.5320,120.4604,China,CN,Jiangsu,minor,866337,866337
Weichanglu,37.1792,119.9333,China,CN,Shandong,minor,859424,859424
Leping,28.9632,117.1203,China,CN,Jiangxi,minor,852800,852800
Hailun,47.4585,126.9632,China,CN,Heilongjiang,minor,850000,850000
Macheng,31.1817,115.0189,China,CN,Hubei,,849090,849090
Yuci,37.6804,112.7300,China,CN,Shanxi,,840000,235929
Dehui,44.5323,125.6965,China,CN,Jilin,,839786,839786
Tongchuan,34.9057,108.9422,China,CN,Shaanxi,minor,835600,835600
Rongjiawan,29.1409,113.1087,China,CN,Hunan,minor,826000,826000
Renqiu,38.7094,116.1008,China,CN,Hebei,,822455,822455
Xindi,29.8182,113.4653,China,CN,Hubei,,819446,819446
Wu’an,36.6941,114.1847,China,CN,Hebei,,819000,819000
Wutong,30.6326,120.5474,China,CN,Zhejiang,minor,815848,815848
Gaoyou,32.7847,119.4432,China,CN,Jiangsu,minor,811800,811800
Yiyang,26.4103,112.3913,China,CN,Hunan,minor,810447,810447
Hejian,38.4451,116.0897,China,CN,Hebei,,810306,810306
Puxi,35.2125,114.7350,China,CN,Henan,minor,809535,809535
Zijinglu,34.7513,112.9854,China,CN,Henan,minor,807857,807857
Xiashi,30.5333,120.6833,China,CN,Zhejiang,minor,806966,806966
Dongyang,29.2785,120.2282,China,CN,Zhejiang,minor,804398,804398
Qingping,34.5380,113.3796,China,CN,Henan,minor,797200,797200
Xiangxiang,27.7389,112.5223,China,CN,Hunan,,787216,787216
Xingyi,25.0910,104.9011,China,CN,Guizhou,,783120,783120
Chaohucun,31.6783,117.7353,China,CN,Anhui,,782000,782000
Cencheng,22.9297,111.0186,China,CN,Guangxi,,772113,772113
Fuyang,30.0533,119.9519,China,CN,Zhejiang,minor,771000,771000
Songzi,30.1772,111.7732,China,CN,Hubei,,765911,765911
Laixi,36.8667,120.5333,China,CN,Shandong,,762900,762900
Zhongba,31.7761,104.7406,China,CN,Sichuan,minor,762140,762140
Qingnian,36.8494,115.7061,China,CN,Shandong,minor,760781,760781
Xinhualu,34.3962,113.7249,China,CN,Henan,minor,758079,758079
